duration,protocol_type,src_bytes,dst_bytes,failed_logins,logged_in,count,srv_count,serror_rate,srv_serror_rate
13,tcp,149,840,5,0,22,30,0.27,0.3
13,tcp,332,1978,1,1,36,25,0.38,0.16
19,udp,167,1191,4,0,1,25,0.34,0.19
5,tcp,69,1751,0,0,11,17,0.46,0.01
17,tcp,269,986,4,0,42,12,0.38,0.26
8,tcp,348,1564,1,1,22,18,0.39,0.31
5,udp,451,649,0,0,22,25,0.06,0.18
16,tcp,433,1824,1,1,11,22,0.28,0.27
13,tcp,185,359,5,0,25,23,0.4,0.4
20,udp,92,1314,3,1,33,30,0.16,0.05
4,udp,111,995,2,0,40,26,0.13,0.44
12,tcp,270,1434,0,1,50,11,0.49,0.11
8,udp,69,410,4,0,21,11,0.29,0.09
12,udp,161,1240,0,0,45,30,0.27,0.45
13,udp,359,1081,3,0,17,24,0.37,0.13
14,udp,280,1253,1,0,10,24,0.24,0.22
4,tcp,462,1158,0,0,22,15,0.03,0.15
17,tcp,327,588,3,0,12,26,0.48,0.26
19,tcp,133,762,4,0,7,26,0.33,0.13
12,udp,165,1448,0,1,1,16,0.3,0.48
6,tcp,205,374,2,0,14,3,0.31,0.31
16,udp,472,357,5,0,37,7,0.14,0.06
10,udp,227,120,0,1,11,9,0.27,0.37
14,udp,319,143,3,0,47,3,0.49,0.24
14,tcp,292,523,0,0,1,30,0.1,0.21
6,udp,93,1948,2,0,43,8,0.34,0.41
4,tcp,322,1423,5,0,5,9,0.32,0.49
15,udp,352,258,0,0,2,8,0.05,0.07
3,udp,172,1706,0,1,19,29,0.25,0.36
20,tcp,174,1096,0,1,38,8,0.43,0.04
1,tcp,442,1110,5,0,14,8,0.43,0.41
7,udp,195,416,4,0,23,7,0.06,0.23
16,udp,118,1469,5,0,6,26,0.18,0.39
13,tcp,467,603,2,0,32,24,0.48,0.07
8,tcp,133,1799,2,1,7,6,0.02,0.45
15,tcp,373,765,0,1,33,4,0.35,0.21
12,tcp,65,1084,3,1,15,23,0.38,0.22
12,tcp,221,712,5,0,12,26,0.33,0.15
10,tcp,367,1330,5,0,23,4,0.21,0.26
13,tcp,312,1423,1,0,25,6,0.49,0.29
13,tcp,138,600,3,0,46,3,0.2,0.17
4,udp,66,868,2,0,3,27,0.49,0.4
2,udp,296,1959,3,0,36,1,0.38,0.29
18,udp,244,591,5,0,10,22,0.19,0.24
15,tcp,308,1244,0,1,13,20,0.23,0.12
20,udp,293,1463,5,0,21,4,0.3,0.15
12,udp,450,1908,0,0,10,14,0.49,0.49
1,tcp,200,738,3,0,11,12,0.26,0.31
16,tcp,419,465,2,1,41,20,0.39,0.03
19,tcp,179,1288,2,1,7,24,0.32,0.19
18,udp,418,300,4,0,26,30,0.28,0.24
13,udp,490,1671,1,0,36,28,0.13,0.36
10,udp,286,1766,1,0,29,26,0.5,0.07
9,tcp,184,793,4,0,41,25,0.17,0.3
18,udp,259,366,3,1,49,16,0.24,0.03
8,tcp,374,668,1,0,4,5,0.23,0.35
6,tcp,148,1437,0,0,35,4,0.33,0.47
16,tcp,345,1067,5,0,3,2,0.37,0.49
7,udp,191,503,5,0,11,23,0.21,0.48
13,udp,429,1759,3,1,48,21,0.23,0.02
2,udp,186,481,1,0,7,5,0.27,0.19
4,tcp,111,108,0,1,46,22,0.39,0.07
3,udp,222,1058,2,0,41,9,0.43,0.04
16,tcp,217,1393,5,0,15,13,0.45,0.12
14,udp,351,1351,4,0,3,30,0.47,0.23
10,tcp,461,1126,1,0,7,10,0.03,0.48
1,udp,328,739,4,0,39,27,0.04,0.09
15,tcp,211,1892,4,0,17,9,0.25,0.14
4,tcp,471,443,0,0,13,23,0.47,0.14
5,tcp,204,988,2,1,20,15,0.39,0.17
11,tcp,322,1655,1,1,38,25,0.22,0.3
15,tcp,384,1452,1,1,19,24,0.23,0.31
4,udp,411,1354,1,0,22,1,0.2,0.0
14,tcp,100,1822,2,0,20,18,0.48,0.23
15,tcp,278,718,4,0,17,19,0.06,0.37
18,tcp,74,1199,2,1,42,1,0.35,0.13
8,tcp,134,1800,2,0,36,18,0.48,0.37
4,udp,164,214,3,0,11,10,0.22,0.1
20,tcp,109,846,0,0,24,1,0.45,0.16
6,tcp,297,676,0,1,46,7,0.03,0.34
3,tcp,430,721,5,0,31,28,0.05,0.26
2,tcp,356,257,3,1,25,17,0.42,0.26
16,udp,55,1195,3,0,38,20,0.4,0.03
8,tcp,383,850,4,0,44,20,0.0,0.21
4,tcp,138,655,3,1,41,4,0.24,0.07
15,udp,302,1373,1,1,42,29,0.36,0.3
19,udp,395,1567,0,0,13,21,0.06,0.46
2,tcp,423,1247,0,1,42,1,0.16,0.07
7,tcp,104,1043,2,0,4,22,0.5,0.25
16,tcp,468,365,5,0,50,7,0.43,0.31
20,tcp,185,1504,5,0,22,24,0.41,0.11
16,udp,373,191,4,0,30,26,0.3,0.37
5,udp,444,337,1,0,20,30,0.01,0.15
9,udp,478,1825,4,0,24,25,0.37,0.1
8,udp,400,185,5,0,24,12,0.22,0.31
10,udp,458,235,5,0,2,10,0.29,0.17
11,tcp,100,1967,5,0,35,16,0.0,0.37
11,tcp,204,1711,1,0,19,5,0.46,0.27
19,tcp,200,1801,1,1,14,11,0.18,0.09
1,tcp,149,363,1,0,28,24,0.44,0.34
13,udp,248,1160,2,1,40,22,0.46,0.18
18,tcp,357,1140,5,0,3,30,0.05,0.1
17,tcp,109,1358,1,1,31,30,0.12,0.24
6,tcp,230,638,5,0,41,22,0.37,0.02
7,tcp,122,1743,0,0,16,12,0.29,0.26
3,tcp,242,739,2,0,6,6,0.3,0.32
9,udp,215,1041,1,1,46,29,0.07,0.23
18,tcp,429,450,1,1,29,8,0.2,0.39
3,udp,178,840,4,0,7,17,0.1,0.33
16,tcp,373,1932,5,0,36,30,0.33,0.27
12,udp,54,826,5,0,41,19,0.42,0.24
10,udp,274,112,4,0,27,26,0.28,0.24
11,udp,446,1468,1,0,42,20,0.09,0.43
20,udp,158,1048,2,1,30,12,0.47,0.1
2,udp,295,1828,5,0,18,3,0.02,0.44
10,udp,377,1185,2,1,18,15,0.33,0.05
5,udp,50,1543,5,0,12,19,0.23,0.39
2,udp,63,557,5,0,36,1,0.35,0.12
9,udp,255,305,2,1,50,20,0.49,0.12
18,tcp,108,512,1,1,13,11,0.25,0.32
6,udp,80,1055,2,1,33,28,0.34,0.39
12,tcp,401,1560,4,0,48,6,0.01,0.37
1,tcp,182,115,2,0,18,15,0.26,0.28
8,udp,312,1164,2,1,16,4,0.42,0.28
12,udp,198,1947,5,0,18,16,0.16,0.41
14,udp,417,942,0,0,16,10,0.4,0.47
14,udp,123,670,0,0,37,4,0.48,0.21
12,tcp,452,616,3,1,25,20,0.3,0.47
6,udp,294,280,5,0,31,28,0.32,0.13
10,udp,304,411,0,1,32,10,0.13,0.07
3,udp,151,1652,0,0,18,10,0.09,0.48
6,tcp,177,1568,0,0,47,19,0.12,0.29
4,udp,187,1153,5,0,36,18,0.16,0.46
14,udp,359,705,0,1,23,14,0.34,0.28
7,tcp,82,711,4,0,29,9,0.42,0.03
15,udp,498,1056,2,0,38,17,0.02,0.42
9,udp,415,606,0,1,44,12,0.16,0.42
17,udp,423,1148,1,0,28,20,0.08,0.09
17,udp,486,1382,3,1,30,1,0.49,0.4
16,tcp,295,307,5,0,11,4,0.03,0.41
7,tcp,498,229,1,1,24,28,0.15,0.45
15,udp,111,1242,0,1,43,10,0.29,0.23
19,tcp,399,692,2,0,12,2,0.33,0.19
2,tcp,485,396,3,0,48,8,0.31,0.03
7,udp,98,581,5,0,8,24,0.03,0.46
20,tcp,194,923,3,0,38,2,0.49,0.3
4,udp,459,1599,0,0,36,27,0.2,0.21
17,udp,227,655,1,0,42,10,0.41,0.32
18,udp,203,1780,2,0,37,16,0.42,0.13
11,tcp,328,1328,4,0,10,16,0.49,0.38
12,udp,497,392,1,0,20,4,0.2,0.26
12,udp,427,572,1,0,5,9,0.28,0.38
4,tcp,365,745,0,0,45,9,0.48,0.3
19,udp,57,122,4,0,30,10,0.16,0.47
10,tcp,480,547,4,0,2,15,0.37,0.11
20,udp,219,443,5,0,50,11,0.38,0.06
4,tcp,90,736,2,0,40,21,0.25,0.43
5,udp,407,105,4,0,15,27,0.11,0.5
9,tcp,147,1875,3,0,19,1,0.28,0.35
18,udp,317,1283,2,1,43,30,0.3,0.34
9,udp,211,1539,5,0,4,24,0.23,0.15
2,udp,58,373,0,0,2,25,0.14,0.08
20,udp,231,1922,3,0,26,22,0.18,0.19
9,udp,416,1379,3,0,38,14,0.33,0.04
19,tcp,424,1104,3,0,16,9,0.26,0.07
1,tcp,390,1090,5,0,33,16,0.19,0.21
18,tcp,454,1181,1,1,8,6,0.34,0.18
18,udp,72,1564,2,1,44,8,0.25,0.23
10,tcp,466,561,3,1,34,1,0.21,0.18
19,tcp,226,519,2,0,14,5,0.36,0.28
6,tcp,394,253,4,0,13,22,0.01,0.46
15,tcp,293,386,4,0,16,2,0.12,0.46
10,udp,201,103,3,0,46,23,0.34,0.38
2,tcp,348,1992,0,0,2,2,0.32,0.25
14,udp,148,764,3,0,23,23,0.0,0.28
3,udp,388,1404,3,1,7,27,0.44,0.28
8,udp,405,1557,3,0,11,20,0.11,0.43
19,tcp,174,1666,5,0,11,9,0.47,0.28
7,udp,386,396,2,1,50,18,0.07,0.17
5,udp,198,861,4,0,50,29,0.31,0.38
1,udp,108,1723,0,1,35,15,0.4,0.36
15,udp,274,244,0,0,15,12,0.01,0.35
19,tcp,491,964,4,0,26,2,0.14,0.32
3,tcp,62,1030,3,0,18,3,0.09,0.09
20,udp,204,1807,1,1,47,5,0.43,0.05
7,udp,212,585,3,1,29,21,0.48,0.23
3,udp,300,1601,0,0,43,9,0.35,0.49
2,tcp,438,550,0,0,15,24,0.0,0.13
20,tcp,394,358,2,1,47,8,0.32,0.41
13,tcp,241,1459,1,0,17,7,0.08,0.28
14,udp,232,906,4,0,30,15,0.42,0.47
2,tcp,53,678,0,0,6,23,0.33,0.45
13,udp,452,1995,0,1,14,26,0.01,0.02
20,udp,463,1248,3,1,23,12,0.17,0.06
2,udp,243,872,4,0,50,17,0.11,0.47
20,tcp,376,1238,1,0,24,26,0.33,0.36
18,udp,186,1789,1,1,16,6,0.32,0.36
8,udp,65,1696,1,1,40,21,0.0,0.09
14,tcp,435,1933,4,0,50,4,0.21,0.03
13,udp,446,488,1,0,45,6,0.43,0.43
9,tcp,409,1710,0,0,36,26,0.27,0.49
1,tcp,89,1733,0,0,29,9,0.09,0.06
2,udp,202,1275,3,1,8,27,0.46,0.43
13,tcp,482,1400,0,0,36,18,0.05,0.38
14,udp,463,1658,4,0,18,11,0.25,0.3
8,udp,190,1369,2,1,19,23,0.25,0.25
10,tcp,71,1080,1,0,27,3,0.15,0.27
16,udp,269,1574,2,1,14,22,0.02,0.12
10,udp,184,579,1,1,24,16,0.09,0.13
5,tcp,460,930,1,1,46,25,0.13,0.23
16,tcp,446,412,1,1,29,19,0.05,0.25
5,tcp,119,221,5,0,20,21,0.31,0.03
9,udp,263,468,5,0,37,29,0.44,0.06
9,udp,252,1045,3,0,42,12,0.22,0.11
1,udp,367,690,5,0,35,28,0.49,0.23
2,tcp,485,1753,0,1,39,29,0.35,0.16
5,udp,349,1313,3,0,41,9,0.18,0.08
17,udp,222,936,5,0,26,27,0.19,0.31
8,udp,204,1346,3,1,47,26,0.41,0.18
2,udp,137,321,2,1,6,11,0.44,0.36
18,tcp,404,1274,3,0,48,18,0.49,0.11
2,tcp,129,1180,4,0,40,13,0.28,0.09
8,tcp,271,1403,4,0,34,12,0.35,0.17
3,tcp,113,1816,2,0,50,26,0.37,0.47
4,tcp,376,1021,4,0,22,14,0.49,0.07
2,udp,258,118,0,1,24,3,0.3,0.39
7,udp,451,574,3,1,38,23,0.45,0.18
7,tcp,198,1063,2,1,23,5,0.41,0.45
6,tcp,215,181,5,0,22,27,0.32,0.42
20,tcp,337,654,2,1,6,25,0.14,0.46
12,tcp,75,1300,1,0,12,21,0.42,0.03
7,udp,470,902,2,0,15,13,0.49,0.46
5,tcp,238,1423,0,1,15,15,0.08,0.28
9,udp,260,1030,5,0,23,25,0.14,0.48
13,udp,152,1362,1,0,9,16,0.1,0.06
5,tcp,147,217,2,0,16,21,0.28,0.27
12,udp,143,1924,4,0,38,3,0.13,0.09
4,tcp,150,334,1,0,6,19,0.16,0.34
10,udp,341,1335,5,0,32,13,0.36,0.22
9,tcp,378,609,0,0,28,30,0.28,0.02
4,tcp,54,538,1,1,43,27,0.32,0.37
6,udp,69,1588,4,0,22,2,0.38,0.33
10,tcp,185,1116,3,0,37,13,0.27,0.01
12,udp,129,1672,3,1,9,10,0.42,0.02
18,tcp,486,1663,0,0,36,30,0.36,0.35
19,tcp,125,749,2,1,36,5,0.04,0.4
17,tcp,184,756,2,1,30,21,0.33,0.39
20,tcp,286,1696,2,0,7,17,0.34,0.39
15,udp,150,1361,0,1,41,1,0.42,0.14
1,tcp,225,1397,1,0,20,3,0.19,0.33
12,tcp,406,1162,1,0,22,29,0.2,0.01
1,tcp,311,353,1,1,12,6,0.23,0.01
3,udp,471,1116,3,1,3,13,0.14,0.36
9,udp,125,137,5,0,40,28,0.36,0.35
11,udp,235,1635,4,0,6,28,0.38,0.5
7,tcp,342,681,5,0,12,5,0.05,0.36
7,udp,317,250,4,0,21,30,0.09,0.48
20,tcp,113,1330,1,1,5,14,0.32,0.4
18,tcp,336,700,0,0,6,22,0.38,0.42
1,udp,81,1230,0,1,30,9,0.11,0.24
19,tcp,190,262,4,0,9,28,0.04,0.49
10,udp,348,1790,3,0,1,30,0.03,0.11
13,udp,429,1533,4,0,16,22,0.07,0.2
9,tcp,365,1858,0,0,10,5,0.4,0.46
9,udp,381,1321,4,0,45,19,0.27,0.08
6,udp,147,110,0,1,12,21,0.26,0.06
13,tcp,268,137,3,0,32,11,0.04,0.25
9,tcp,491,1000,4,0,31,7,0.19,0.16
3,tcp,106,1266,2,1,50,13,0.3,0.1
15,tcp,183,1082,0,0,22,4,0.27,0.11
9,udp,282,1159,4,0,7,25,0.33,0.11
4,tcp,115,740,2,1,38,11,0.12,0.04
1,udp,231,175,1,0,46,3,0.09,0.42
16,udp,342,705,1,1,46,9,0.33,0.37
13,tcp,274,1553,2,0,43,4,0.33,0.19
7,tcp,180,447,3,0,6,6,0.0,0.26
17,udp,211,1085,2,1,27,22,0.28,0.34
14,udp,424,1497,3,1,32,12,0.01,0.38
17,tcp,392,241,1,1,42,14,0.25,0.29
7,tcp,497,837,4,0,30,4,0.45,0.43
3,tcp,75,1584,3,1,50,10,0.03,0.22
1,tcp,452,1499,1,0,4,25,0.09,0.2
2,udp,382,1353,4,0,5,7,0.09,0.2
1,tcp,238,158,3,0,34,27,0.49,0.48
3,udp,435,1553,4,0,48,1,0.33,0.43
5,udp,103,1445,2,0,40,19,0.41,0.36
4,tcp,480,504,1,0,6,21,0.2,0.15
15,tcp,157,712,4,0,24,7,0.22,0.16
7,tcp,145,1929,4,0,24,16,0.38,0.01
3,tcp,77,1502,5,0,22,11,0.2,0.43
11,udp,465,1373,5,0,16,25,0.45,0.49
1,tcp,90,271,0,1,25,18,0.03,0.47
12,tcp,497,1389,0,1,22,11,0.41,0.05
8,tcp,294,1863,3,1,10,12,0.04,0.09
2,udp,167,1301,0,0,15,27,0.19,0.37
8,udp,462,1017,4,0,12,2,0.28,0.18
15,tcp,472,1086,0,1,16,6,0.11,0.25
20,tcp,450,372,2,0,36,23,0.24,0.48
10,tcp,310,767,5,0,48,27,0.23,0.45
19,tcp,429,862,0,1,36,30,0.34,0.17
1,udp,377,707,1,0,33,30,0.15,0.02
14,tcp,417,1574,2,0,35,28,0.29,0.18
14,tcp,163,972,5,0,23,21,0.13,0.09
4,udp,66,980,2,0,45,9,0.03,0.27
10,udp,355,1317,3,0,4,6,0.11,0.45
13,udp,150,930,5,0,36,8,0.01,0.38
7,udp,479,1400,3,0,2,30,0.2,0.26
5,udp,398,1424,2,0,41,9,0.03,0.43
3,tcp,382,548,1,1,24,9,0.18,0.39
19,tcp,270,1196,0,1,17,4,0.14,0.39
14,tcp,296,588,0,1,13,24,0.06,0.0
16,tcp,61,256,1,1,31,22,0.16,0.48
17,tcp,251,928,4,0,37,4,0.12,0.47
1,tcp,264,1403,4,0,3,9,0.44,0.06
9,tcp,276,467,2,0,25,17,0.11,0.38
16,tcp,60,350,5,0,7,1,0.47,0.26
20,tcp,271,1687,2,0,49,3,0.04,0.36
16,udp,373,1876,3,0,39,24,0.47,0.07
16,tcp,494,1528,3,0,16,15,0.16,0.22
5,udp,392,1202,2,1,17,21,0.47,0.33
17,udp,204,682,2,0,22,6,0.35,0.05
18,udp,133,1480,1,1,39,30,0.09,0.14
1,tcp,223,1761,2,1,17,8,0.42,0.09
13,tcp,254,1706,3,0,35,12,0.22,0.26
18,tcp,110,1127,0,1,12,10,0.03,0.04
6,tcp,196,142,1,0,49,3,0.13,0.43
17,tcp,174,529,3,0,8,1,0.42,0.13
19,tcp,481,1047,1,1,15,22,0.38,0.36
14,udp,487,1450,0,0,25,29,0.08,0.4
7,udp,491,1122,3,0,10,26,0.23,0.14
5,udp,410,414,5,0,37,29,0.19,0.04
17,udp,182,300,1,0,48,28,0.1,0.02
20,tcp,318,1421,4,0,41,27,0.4,0.35
6,tcp,278,1462,4,0,48,29,0.27,0.18
17,udp,453,490,1,0,50,18,0.41,0.2
2,udp,487,163,0,0,48,21,0.44,0.47
10,tcp,428,1164,2,0,48,12,0.46,0.33
10,tcp,190,1462,1,1,40,20,0.15,0.06
10,udp,271,1349,5,0,12,28,0.13,0.12
19,tcp,399,1696,5,0,29,10,0.39,0.09
5,udp,92,1175,3,1,23,9,0.22,0.32
2,tcp,125,1195,2,0,19,6,0.35,0.41
2,tcp,104,424,1,1,17,11,0.08,0.03
6,udp,358,864,2,1,26,14,0.3,0.4
14,udp,348,353,4,0,21,25,0.39,0.33
13,tcp,282,1732,4,0,27,14,0.29,0.11
15,tcp,462,1850,2,0,39,27,0.25,0.01
3,tcp,425,1837,0,1,12,8,0.1,0.24
15,tcp,354,1070,4,0,28,28,0.14,0.12
2,tcp,439,690,2,1,35,20,0.46,0.49
8,tcp,115,319,3,1,40,26,0.44,0.22
17,udp,267,1953,3,0,40,24,0.49,0.25
16,udp,125,1252,4,0,1,12,0.12,0.32
19,udp,268,904,2,1,13,25,0.1,0.38
8,tcp,152,764,4,0,23,4,0.34,0.13
17,tcp,186,267,2,0,12,4,0.43,0.19
13,udp,316,434,2,1,27,2,0.02,0.32
12,tcp,68,1227,3,1,30,22,0.12,0.38
14,tcp,439,1504,5,0,32,6,0.15,0.14
8,tcp,297,380,2,0,21,1,0.33,0.27
1,tcp,58,241,0,1,16,22,0.15,0.33
19,udp,362,1855,4,0,46,3,0.34,0.27
8,tcp,94,287,0,1,27,22,0.07,0.02
20,tcp,164,1692,5,0,1,4,0.43,0.1
14,udp,468,1137,4,0,2,29,0.1,0.28
9,tcp,472,354,5,0,16,4,0.0,0.3
9,udp,211,1730,5,0,15,17,0.07,0.27
20,tcp,110,1957,0,0,48,14,0.4,0.27
9,tcp,225,1773,3,0,5,6,0.47,0.01
11,udp,173,301,4,0,23,5,0.03,0.32
12,udp,263,365,4,0,45,13,0.43,0.32
16,tcp,310,234,2,1,33,17,0.5,0.48
11,udp,291,561,2,1,34,24,0.37,0.11
7,udp,122,650,4,0,34,10,0.07,0.42
12,tcp,251,176,0,1,38,12,0.08,0.01
8,udp,468,1085,2,0,27,7,0.34,0.25
12,udp,498,1417,4,0,39,30,0.09,0.03
5,tcp,291,1566,4,0,46,30,0.13,0.2
17,tcp,96,595,1,1,10,5,0.32,0.44
12,udp,86,242,1,0,4,9,0.02,0.23
2,tcp,257,1095,4,0,38,25,0.41,0.05
8,udp,98,1949,2,0,16,9,0.3,0.17
15,udp,192,616,3,0,21,7,0.03,0.46
11,udp,300,1405,5,0,46,20,0.24,0.09
1,udp,489,502,0,1,47,5,0.07,0.24
10,tcp,468,1307,3,0,25,22,0.44,0.42
19,tcp,106,1576,3,1,30,20,0.17,0.19
1,tcp,285,358,2,1,29,21,0.17,0.04
18,tcp,229,357,2,1,47,26,0.46,0.08
6,tcp,293,873,0,0,45,25,0.03,0.49
11,tcp,325,437,4,0,12,7,0.14,0.32
9,udp,275,531,2,1,28,27,0.44,0.18
12,udp,405,1413,5,0,35,13,0.41,0.14
5,udp,429,200,2,1,9,19,0.24,0.26
18,udp,191,1364,1,0,5,15,0.14,0.09
2,tcp,167,1155,1,0,17,25,0.03,0.06
12,tcp,342,861,3,0,22,24,0.36,0.31
13,udp,405,448,2,0,48,21,0.41,0.16
15,udp,235,1169,3,0,2,10,0.07,0.31
8,udp,374,1659,3,0,15,30,0.38,0.39
16,tcp,301,841,5,0,4,3,0.35,0.1
13,tcp,357,1410,5,0,16,8,0.05,0.11
12,udp,358,1793,0,1,41,4,0.14,0.09
13,udp,125,1309,2,0,1,30,0.33,0.47
16,tcp,391,1215,5,0,8,23,0.27,0.46
15,tcp,320,1334,3,1,28,11,0.23,0.2
19,tcp,81,1355,4,0,45,8,0.23,0.27
20,udp,452,1032,3,0,11,20,0.38,0.1
2,udp,482,263,2,0,45,3,0.38,0.44
9,tcp,441,1158,3,0,2,23,0.09,0.3
14,udp,265,1406,0,1,13,28,0.01,0.03
12,udp,415,802,4,0,30,30,0.44,0.26
20,tcp,134,1488,4,0,23,7,0.41,0.04
9,udp,105,298,1,0,1,14,0.1,0.01
10,tcp,96,1659,2,1,43,5,0.23,0.37
13,udp,355,1921,3,0,8,2,0.29,0.1
16,tcp,297,106,3,1,47,5,0.32,0.28
4,udp,265,1989,2,1,5,30,0.26,0.04
12,udp,99,401,3,1,28,26,0.2,0.35
18,udp,114,1161,0,0,48,30,0.05,0.5
19,udp,475,940,0,0,21,19,0.17,0.43
4,udp,464,1628,1,1,43,19,0.0,0.14
19,tcp,77,1069,2,1,12,18,0.08,0.16
9,udp,218,1351,2,1,16,30,0.47,0.37
7,udp,499,672,2,0,47,27,0.08,0.01
19,tcp,254,1659,1,1,6,15,0.26,0.2
7,tcp,477,342,3,0,10,10,0.42,0.49
1,tcp,176,1797,0,0,44,20,0.28,0.18
4,tcp,86,566,0,1,47,29,0.21,0.34
13,udp,209,1016,2,0,26,30,0.43,0.16
8,udp,332,1291,2,0,50,12,0.45,0.1
8,tcp,349,1792,3,1,21,21,0.19,0.42
8,udp,210,388,1,0,46,3,0.03,0.45
18,tcp,82,1046,2,0,31,20,0.4,0.3
6,udp,85,1741,3,1,21,20,0.44,0.07
12,tcp,379,1022,4,0,29,20,0.07,0.15
7,tcp,346,816,2,1,6,12,0.03,0.23
5,tcp,226,1310,4,0,27,15,0.19,0.29
10,udp,292,670,5,0,5,18,0.21,0.11
9,tcp,488,1805,0,0,1,18,0.5,0.46
13,udp,259,1092,1,0,23,19,0.47,0.24
18,tcp,151,360,5,0,12,18,0.36,0.38
11,tcp,221,1951,4,0,20,18,0.07,0.1
4,tcp,324,1285,3,1,11,11,0.2,0.36
15,udp,333,260,1,1,45,5,0.23,0.04
18,udp,446,1030,3,0,11,3,0.26,0.45
6,udp,471,1388,5,0,40,7,0.4,0.13
6,udp,133,798,3,0,24,3,0.22,0.02
14,tcp,208,456,5,0,14,25,0.4,0.2
7,tcp,323,653,5,0,43,25,0.03,0.13
19,tcp,248,903,2,1,23,2,0.14,0.26
17,tcp,288,1461,1,0,17,12,0.41,0.07
9,tcp,253,780,3,1,23,22,0.02,0.06
4,udp,210,900,3,0,46,15,0.07,0.15
18,tcp,279,1498,2,1,46,14,0.42,0.15
12,tcp,452,1249,4,0,5,15,0.06,0.19
10,tcp,133,972,3,0,13,21,0.37,0.17
16,tcp,330,148,4,0,15,13,0.1,0.42
12,udp,500,324,2,1,27,2,0.11,0.29
13,tcp,434,1688,1,0,5,15,0.3,0.2
5,udp,101,364,5,0,21,17,0.33,0.43
10,tcp,387,771,4,0,25,16,0.12,0.09
7,tcp,129,510,0,1,42,9,0.48,0.47
17,tcp,375,626,1,0,30,18,0.49,0.18
3,tcp,148,1573,0,1,4,4,0.39,0.23
19,udp,117,780,1,0,47,16,0.4,0.19
15,udp,143,1728,0,0,19,16,0.01,0.0
15,tcp,109,1532,5,0,5,3,0.46,0.38
12,udp,326,477,2,0,48,27,0.44,0.22
3,tcp,336,616,2,1,31,14,0.21,0.21
6,udp,445,1881,5,0,26,9,0.22,0.18
19,udp,365,1564,5,0,24,10,0.19,0.08
17,udp,95,272,4,0,33,9,0.28,0.24
6,tcp,205,1875,4,0,50,19,0.47,0.3
7,tcp,482,1928,1,0,4,15,0.13,0.13
20,udp,323,297,5,0,4,2,0.39,0.24
7,udp,102,239,1,0,30,18,0.01,0.4
13,tcp,489,1454,4,0,6,6,0.43,0.26
20,tcp,79,1637,3,1,44,17,0.01,0.43
14,udp,64,1013,3,0,10,16,0.18,0.48
5,tcp,191,1462,2,1,10,24,0.22,0.08
13,tcp,205,834,1,0,49,5,0.49,0.09
16,udp,434,1885,5,0,13,18,0.33,0.28
6,tcp,320,245,5,0,17,3,0.04,0.2
20,tcp,114,602,0,1,18,30,0.43,0.4
17,udp,316,448,1,1,15,21,0.17,0.24
12,udp,441,301,2,0,34,2,0.04,0.03
8,udp,274,1221,0,1,22,21,0.15,0.21
6,tcp,456,674,2,1,33,30,0.33,0.11
17,udp,197,1905,2,1,14,12,0.14,0.07
2,udp,371,1181,5,0,11,1,0.05,0.5
15,tcp,174,1037,0,0,23,12,0.25,0.04
14,udp,451,1810,3,1,25,4,0.5,0.07
7,udp,132,1875,1,1,46,13,0.45,0.04
1,tcp,384,1967,2,1,15,12,0.26,0.08
5,tcp,122,1996,0,1,28,29,0.38,0.23
3,tcp,266,311,4,0,30,20,0.46,0.29
9,udp,325,512,5,0,24,28,0.01,0.39
2,udp,216,327,1,1,3,24,0.11,0.4
15,tcp,261,780,2,0,40,12,0.45,0.15
6,udp,110,265,1,0,11,1,0.04,0.07
2,tcp,81,384,4,0,17,21,0.3,0.3
3,tcp,476,1126,5,0,24,28,0.4,0.23
7,tcp,253,830,3,1,42,1,0.46,0.41
14,tcp,167,655,1,1,30,5,0.42,0.08
2,udp,156,1544,4,0,23,30,0.03,0.43
5,tcp,157,1254,5,0,43,18,0.43,0.5
1,tcp,332,1600,0,1,49,18,0.47,0.3
15,tcp,350,1802,2,0,20,18,0.45,0.02
9,udp,120,1597,3,0,2,15,0.24,0.13
17,tcp,236,1441,4,0,32,26,0.18,0.19
16,tcp,318,1548,1,1,36,16,0.39,0.01
19,udp,391,1058,4,0,6,17,0.04,0.04
20,udp,73,1233,5,0,46,11,0.33,0.38
8,udp,406,1524,0,1,39,17,0.22,0.12
15,udp,424,478,1,0,32,29,0.44,0.17
5,udp,107,520,2,0,40,26,0.4,0.08
6,udp,332,1634,0,0,8,16,0.16,0.4
1,udp,490,1482,2,1,21,28,0.41,0.47
3,tcp,319,1247,0,1,35,24,0.33,0.2
20,udp,419,964,1,1,40,15,0.4,0.39
20,udp,437,1578,0,1,30,27,0.44,0.02
11,udp,81,420,2,0,42,13,0.13,0.42
6,tcp,296,1379,0,1,43,28,0.07,0.13
17,tcp,277,1503,0,0,43,29,0.23,0.38
2,udp,477,1987,3,0,38,28,0.43,0.39
20,udp,213,876,4,0,29,22,0.34,0.26
5,tcp,434,101,3,0,40,19,0.37,0.28
17,tcp,396,1853,3,0,50,25,0.11,0.04
10,udp,287,1982,3,0,8,15,0.01,0.38
18,udp,128,246,3,0,10,5,0.08,0.26
17,tcp,242,1441,1,1,8,6,0.28,0.17
8,udp,396,603,4,0,13,27,0.41,0.01
13,tcp,363,1130,3,0,34,7,0.28,0.47
